"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.778611167E1,-9.164510965E-1,9.095118523E0,-7.489534616E-1
8.780277834E1,-1.083948612E0,7.692924976E0,1.196411345E-2
8.781944500E1,-1.344766378E0,7.243073940E0,9.906286001E-1
8.783611167E1,8.374879509E-2,7.745566845E0,1.586441398E0
8.785277833E1,-2.280359983E0,5.958128452E0,1.483550072E0
8.786944500E1,-2.821137905E0,1.093998528E1,3.704089403E0
8.788611167E1,-4.259224415E0,1.606301880E1,2.148754835E0
8.790277833E1,-3.093919754E0,1.867598152E1,-4.833501875E-1
8.791944500E1,-2.227717876E0,1.641715622E1,1.052842021E0
8.793611166E1,-6.532405615E-1,1.374198055E1,-2.488535494E-1
8.795277833E1,-1.237089276E0,1.128933716E1,1.852044702E0
8.796944500E1,-8.590233326E-1,9.858428955E0,1.150947690E0
8.798611166E1,8.063812256E-1,9.576076508E0,4.666004181E-1
8.800277833E1,-8.757730722E-1,8.810373306E0,1.550549030E0
8.801944499E1,-2.524427891E0,9.166903496E0,2.648854733E0
8.803611166E1,-1.538584948E0,9.454042435E0,8.135597110E-1
8.805277833E1,-9.044869542E-1,7.635497093E0,-3.948157430E-1
8.806944499E1,1.052841991E-1,5.400600910E0,-5.407779217E-1
8.808611166E1,4.211367965E-1,4.146761417E0,3.062812984E-1
8.810277832E1,3.972085714E-1,5.534598827E0,9.379864931E-1
8.811944499E1,6.221338734E-2,9.317651749E0,5.599204898E-1
8.813611166E1,-1.100698471E0,1.189472103E1,-4.618147612E-1
8.815277832E1,-3.158525825E-1,1.210050392E1,1.935793519E0
8.816944499E1,-8.087740541E-1,8.032705307E0,2.139183521E0
8.818611165E1,-7.178467698E-3,8.697910309E0,3.230310678E-1
8.820277832E1,-1.019342422E0,1.279681587E1,3.292523861E0
8.821944499E1,-9.379864931E-1,9.293723106E0,-1.780260086E0
8.823611165E1,-2.112862349E0,8.080561638E0,-7.800601721E-1
8.825277832E1,-5.185246468E0,1.138265705E1,3.771088600E0
8.826944498E1,-6.513263226E0,1.141854954E1,3.113062143E0
8.828611165E1,-2.919243574E0,1.095434189E1,-1.337587833E0
8.830277832E1,-2.007578135E0,7.872386456E0,5.647061467E-1
8.831944498E1,-2.323430777E0,4.230510235E0,9.571290761E-2
8.833611165E1,-2.129612207E0,5.402993679E0,-3.661018610E-1
8.835277831E1,-2.926422119E0,1.649372673E1,1.696511269E0
8.836944498E1,-3.732803464E-1,2.179143524E1,2.691925526E0
8.838611165E1,1.481157184E0,1.386162186E1,-8.685946465E-1
8.840277831E1,4.378865361E-1,6.474977970E0,7.417750359E-1
