"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.151653550E0,-3.396408260E-1,-3.840048611E-1,-6.468294263E-1
5.168320216E0,-1.924224049E-1,-7.207440734E-1,-8.940005898E-1
5.184986882E0,-1.893680729E-2,-1.031674266E0,-9.504292607E-1
5.201653548E0,-1.893680729E-2,-1.031674266E0,-9.504292607E-1
5.218320214E0,1.036026716E0,1.913839340E0,-5.342012644E-1
5.234986880E0,1.036026716E0,1.913839340E0,-5.342012644E-1
5.251653546E0,-5.153408051E-1,1.995160699E0,-4.154644012E-1
5.268320212E0,-5.153408051E-1,1.995160699E0,-4.154644012E-1
5.284986878E0,-6.593521833E-1,1.294880629E0,-1.029383540E0
5.301653544E0,-6.593521833E-1,1.294880629E0,-1.029383540E0
5.318320210E0,-6.593521833E-1,1.294880629E0,-1.029383540E0
5.334986876E0,-6.593521833E-1,1.294880629E0,-1.029383540E0
5.351653542E0,4.604393244E-2,5.205331445E-1,-6.144536138E-1
5.368320208E0,1.244636998E-2,-3.727802336E-1,-5.437459946E-1
5.384986874E0,-1.634826809E-1,-9.946405888E-1,-5.942950845E-1
5.401653540E0,-1.634826809E-1,-9.946405888E-1,-5.942950845E-1
5.418320206E0,-9.527199864E-1,-2.253327519E-1,5.686387420E-1
5.434986872E0,-9.527199864E-1,-2.253327519E-1,5.686387420E-1
5.451653538E0,5.558869243E-1,3.384190798E-1,8.280271888E-1
5.468320204E0,6.340776682E-1,5.503891706E-1,1.215315461E0
5.484986870E0,5.070177913E-1,5.302306414E-1,1.856341720E0
5.501653536E0,5.070177913E-1,5.302306414E-1,1.856341720E0
5.518320202E0,5.070177913E-1,5.302306414E-1,1.856341720E0
5.534986868E0,2.522871494E-1,-2.172616959E0,3.535609007E0
5.551653534E0,2.522871494E-1,-2.172616959E0,3.535609007E0
5.568320200E0,4.347066581E-1,1.440037370E0,1.147509456E0
5.584986866E0,9.997565746E-1,2.222784281E0,4.910589159E-1
5.601653532E0,9.997565746E-1,2.222784281E0,4.910589159E-1
5.618320198E0,9.997565746E-1,2.222784281E0,4.910589159E-1
5.634986864E0,9.997565746E-1,2.222784281E0,4.910589159E-1
5.651653530E0,1.905516267E0,-2.074649483E-1,7.538834810E-1
5.668320196E0,1.905516267E0,-2.074649483E-1,7.538834810E-1
5.684986862E0,1.296636820E0,1.347414970E0,-1.282052398E-1
5.701653528E0,1.296636820E0,1.347414970E0,-1.282052398E-1
5.718320194E0,1.296636820E0,1.347414970E0,-1.282052398E-1
5.734986860E0,1.296636820E0,1.347414970E0,-1.282052398E-1
5.751653526E0,4.505891204E-1,1.705152631E0,-9.634101391E-1
5.768320192E0,2.926042378E-1,-1.903378248E0,2.542113781E0
5.784986858E0,2.871064469E-2,-2.376798391E0,1.904981852E0
5.801653524E0,-5.827649832E-1,-1.839237452E0,3.576613367E-1
5.818320190E0,-5.827649832E-1,-1.839237452E0,3.576613367E-1
5.834986856E0,-7.641918659E-1,-4.144030094E0,-9.251546860E-1
5.851653522E0,-2.382372618E-1,-7.176362991E0,-5.476402640E-1
5.868320188E0,-8.918625861E-2,-7.202630043E0,4.951058924E-1
5.884986854E0,-8.918625861E-2,-7.202630043E0,4.951058924E-1
5.901653520E0,6.853902936E-1,-6.766472816E0,2.694219112E0
5.918320186E0,1.502727389E0,-1.550909281E0,3.341735840E0
5.934986852E0,2.598618746E0,2.287077665E0,3.649611712E0
5.951653518E0,2.935205221E0,4.492299557E0,3.986198187E0
5.968320184E0,2.838688612E0,4.342637539E0,4.213439941E0
5.984986850E0,2.739728451E0,8.319978118E-1,5.116297722E0
6.001653516E0,2.739728451E0,8.319978118E-1,5.116297722E0
6.018320182E0,4.905244112E-1,-7.073050737E-1,4.273915291E0
6.034986848E0,-2.535088956E-1,-9.156099558E-1,3.242775679E0
6.051653514E0,-1.331685185E0,-2.534325123E-1,4.773908257E-1
6.068320180E0,-1.331685185E0,-2.534325123E-1,4.773908257E-1
6.084986846E0,-1.138041139E0,2.359159708E0,-1.578780055E0
6.101653512E0,-7.018836141E-1,2.645655394E0,-1.683237910E0
6.118320178E0,1.472184062E-1,2.194226265E0,-1.939801097E0
6.134986844E0,1.472184062E-1,2.194226265E0,-1.939801097E0
6.151653510E0,1.472184062E-1,2.194226265E0,-1.939801097E0
6.168320176E0,2.907716334E-1,-1.035950303E0,-1.108414173E0
6.184986842E0,4.294379354E-1,-1.345658779E0,-2.031125426E-1
6.201653508E0,4.294379354E-1,-1.345658779E0,-2.031125426E-1
6.218320174E0,1.265711784E0,2.486219704E-1,8.982766867E-1
6.234986840E0,1.227838159E0,9.028581381E-1,7.455604672E-1
6.251653506E0,4.208858311E-1,2.222936869E0,3.451386094E-2
6.268320172E0,4.208858311E-1,2.222936869E0,3.451386094E-2
6.284986838E0,-4.422661066E-1,2.022573233E0,2.776380479E-1
6.301653504E0,-5.705476999E-1,2.602283955E-1,3.906480372E-1
6.301653504E0,-5.705476999E-1,2.602283955E-1,3.906480372E-1
6.334986836E0,-5.705476999E-1,2.602283955E-1,3.906480372E-1
6.351653502E0,1.026252806E-1,-8.343649507E-1,-5.803215317E-3
6.368320168E0,1.026252806E-1,-8.343649507E-1,-5.803215317E-3
6.384986834E0,8.491020650E-2,2.736674249E-1,-7.788526267E-2
6.401653500E0,8.491020650E-2,2.736674249E-1,-7.788526267E-2
6.418320166E0,8.491020650E-2,2.736674249E-1,-7.788526267E-2
6.434986832E0,-1.795942485E-1,1.404988952E-2,-2.107483521E-2
6.451653498E0,-1.582139730E-1,1.007926911E-1,-6.627883017E-2
6.468320164E0,-1.466075517E-2,1.759290546E-1,-1.010981202E-1
6.484986830E0,6.230820715E-2,2.003636509E-1,-1.114828214E-1
6.501653496E0,1.478292793E-1,3.249800503E-1,-1.298087686E-1
