"Time (s)","Pressure (hPa)"
3.462107984E2,1.000900330E3
3.462507976E2,1.001018250E3
3.462907884E2,1.001049988E3
3.463307981E2,1.001060242E3
3.463708008E2,1.001006531E3
3.464109998E2,1.000883972E3
3.464508341E2,1.000831482E3
3.464908552E2,1.000776550E3
3.465313711E2,1.000816101E3
3.465707992E2,1.000762634E3
3.466107854E2,1.000846619E3
3.466507850E2,1.000805603E3
3.466907854E2,1.000772644E3
3.467307931E2,1.000908142E3
3.467707986E2,1.000846375E3
3.468107848E2,1.000787537E3
3.468507850E2,1.000863464E3
3.468907873E2,1.000835144E3
3.469307846E2,1.000866394E3
3.469711640E2,1.001156677E3
3.470108090E2,1.001197205E3
3.470508033E2,1.001179138E3
3.470907990E2,1.001125427E3
3.471307859E2,1.000994324E3
3.471707843E2,1.000849304E3
3.472108038E2,1.000822693E3
3.472508024E2,1.000730652E3
3.472909863E2,1.000679626E3
3.473308084E2,1.000812195E3
3.473707892E2,1.000788513E3
3.474109361E2,1.000733337E3
3.474507995E2,1.000731384E3
3.474909179E2,1.000764099E3
3.475308013E2,1.000749207E3
3.475707947E2,1.000841492E3
3.476115431E2,1.000842712E3
